Poem_Index,Title,Author,URL,Content,A,B,C,Translation
21,阁夜,杜甫 〔唐代〕,https://www.gushiwen.cn/shiwenv_f36d338e1fc5.aspx,"岁暮阴阳催短景，天涯霜雪霁寒宵。
五更鼓角声悲壮，三峡星河影动摇。
野哭千家闻战伐，夷歌数处起渔樵。(千家 一作：几家)
卧龙跃马终黄土，人事音书漫寂寥。(音书 一作：依依)",题破山寺后禅院,静夜思,酬程延秋夜即事见赠,岁末时节，白天的时间越来越短，夔州霜雪停了的寒冬夜晚，雪光映照下，明亮如昼。五更时军营中的鼓角声更显悲壮凄凉，银河倒映在江面，在湍急的江流中摇曳不定。战乱的消息传来，千家万户的哭声响彻四野；深夜不时传来渔夫樵子的“ 夷歌”之声。像诸葛亮、公孙述这样的历史人物，不论是贤是愚，最终也成了黄土中的枯骨；人事与音书，都只能任其寂寞了。
22,闻官军收河南河北,杜甫 〔唐代〕,https://www.gushiwen.cn/shiwenv_519029b7355c.aspx,"剑外忽传收蓟北，初闻涕泪满衣裳。
却看妻子愁何在，漫卷诗书喜欲狂。
白日放歌须纵酒，青春作伴好还乡。
即从巴峡穿巫峡，便下襄阳向洛阳。",石鱼湖上醉歌,次北固山下,北青萝,剑门关外忽然传来收复蓟北的消息，刚刚听到时眼泪沾满衣裳。回头看妻子和孩子哪还有一点的忧伤，胡乱地卷起诗书高兴得简直要发狂。白日放声高歌痛饮美酒，趁着明媚春光与妻儿一同返回家乡。心想着就从巴峡穿过巫峡，经过了襄阳后又直奔洛阳。
23,闺怨,王昌龄 〔唐代〕,https://www.gushiwen.cn/shiwenv_bea0a298570b.aspx,"闺中少妇不知愁，春日凝妆上翠楼。(不知 一作：不曾)
忽见陌头杨柳色，悔教夫婿觅封侯。",寄李儋元锡,春宫怨,玉阶怨,一闺中少妇未曾有过相思离别之愁，在明媚的春日，她精心装扮之后兴高采烈登上翠楼。忽见野外杨柳青青春意浓，真后悔让丈夫从军边塞，建功封侯。
24,问刘十九,白居易 〔唐代〕,https://www.gushiwen.cn/shiwenv_d09fef17613b.aspx,"绿蚁新醅酒，红泥小火炉。
晚来天欲雪，能饮一杯无？",子夜吴歌·春歌,送崔九,九日登望仙台呈刘明府,"新酿的米酒，色绿香浓；小小红泥炉，烧得殷红。
天快黑了大雪将至，能否一顾寒舍共饮一杯暖酒？"
25,长相思·其二,李白 〔唐代〕,https://www.gushiwen.cn/shiwenv_edfc02db5bb3.aspx,"日色欲尽花含烟，月明如素愁不眠。(如素 一作：欲素)
赵瑟初停凤凰柱，蜀琴欲奏鸳鸯弦。
此曲有意无人传，愿随春风寄燕然。
忆君迢迢隔青天。昔时横波目，今作流泪泉。
不信妾肠断，归来看取明镜前。(肠断 一作：断肠)",春思·燕草如碧丝,长干行·其一,春思·莺啼燕语报新年,"夕阳西下暮色朦胧，花蕊笼罩轻烟，
月华如练，我思念着情郎终夜不眠。
柱上雕饰凤凰的赵瑟，我刚刚停奏，
心想再弹奏蜀琴，又怕触动鸳鸯弦。
这饱含情意的曲调，可惜无人传递，
但愿它随着春风，送到遥远的燕然。
忆情郎呵、情郎他迢迢隔在天那边，
当年递送秋波的双眼，
而今成了流泪的源泉。
您若不信贱妾怀思肝肠欲断，
请归来看看明镜前我的容颜！"
26,长相思·其一,李白 〔唐代〕,https://www.gushiwen.cn/shiwenv_8f424591685d.aspx,"长相思，在长安。
络纬秋啼金井阑，微霜凄凄簟色寒。
孤灯不明思欲绝，卷帷望月空长叹。
美人如花隔云端。
上有青冥之长天，下有渌水之波澜。(长天 一作：高天)
天长路远魂飞苦，梦魂不到关山难。
长相思，摧心肝。",梦李白二首·其一,行路难·其一,寄韩谏议注,日日夜夜地思念啊，我思念的人在长安。秋夜里纺织娘在井栏啼鸣，微霜浸透了竹席分外清寒。夜里想她魂欲断，孤灯伴我昏暗暗；卷起窗帘望明月，对月徒然独长叹。如花似玉美人呵，仿佛相隔在云端！上面有长空一片渺渺茫茫，下面有清水卷起万丈波澜。天长地远日夜跋涉多艰苦，梦魂也难飞越这重重关山。日日夜夜地思念啊，相思之情痛断肝肠。
27,长沙过贾谊宅,刘长卿 〔唐代〕,https://www.gushiwen.cn/shiwenv_a9a0b6b0eede.aspx,"三年谪宦此栖迟，万古惟留楚客悲。
秋草独寻人去后，寒林空见日斜时。
汉文有道恩犹薄，湘水无情吊岂知？
寂寂江山摇落处，怜君何事到天涯！",秋日登吴公台上寺远眺,过香积寺,长恨歌,贾谊被贬在这里居住了三年，但留给楚国之客的悲伤却是长久的。待众人散去后，独自在秋草中寻找人迹，寒林中只看见夕阳西斜。汉文帝虽然是位有道明君却也对贾生刻薄寡恩，湘水无情，凭吊又有谁能知道？寂寥的深山里落叶纷纷，可怜你不知为了什么事被贬到这遥远的地方来！
28,长恨歌,白居易 〔唐代〕,https://www.gushiwen.cn/shiwenv_09d31b73b44d.aspx,"汉皇重色思倾国，御宇多年求不得。
杨家有女初长成，养在深闺人未识。
天生丽质难自弃，一朝选在君王侧。
回眸一笑百媚生，六宫粉黛无颜色。
春寒赐浴华清池，温泉水滑洗凝脂。
侍儿扶起娇无力，始是新承恩泽时。
云鬓花颜金步摇，芙蓉帐暖度春宵。
春宵苦短日高起，从此君王不早朝。
承欢侍宴无闲暇，春从春游夜专夜。
后宫佳丽三千人，三千宠爱在一身。
金屋妆成娇侍夜，玉楼宴罢醉和春。
姊妹弟兄皆列土，可怜光彩生门户。
遂令天下父母心，不重生男重生女。
骊宫高处入青云，仙乐风飘处处闻。
缓歌慢舞凝丝竹，尽日君王看不足。
渔阳鼙鼓动地来，惊破霓裳羽衣曲。
九重城阙烟尘生，千乘万骑西南行。
翠华摇摇行复止，西出都门百余里。
六军不发无奈何，宛转蛾眉马前死。
花钿委地无人收，翠翘金雀玉搔头。
君王掩面救不得，回看血泪相和流。
黄埃散漫风萧索，云栈萦纡登剑阁。
峨嵋山下少人行，旌旗无光日色薄。
蜀江水碧蜀山青，圣主朝朝暮暮情。
行宫见月伤心色，夜雨闻铃肠断声。
天旋地转回龙驭，到此踌躇不能去。(地转 一作：日转)
马嵬坡下泥土中，不见玉颜空死处。
君臣相顾尽沾衣，东望都门信马归。
归来池苑皆依旧，太液芙蓉未央柳。
芙蓉如面柳如眉，对此如何不泪垂？
春风桃李花开日，秋雨梧桐叶落时。(花开日 一作：花开夜)
西宫南内多秋草，落叶满阶红不扫。(南内 一作：南苑)
梨园弟子白发新，椒房阿监青娥老。
夕殿萤飞思悄然，孤灯挑尽未成眠。
迟迟钟鼓初长夜，耿耿星河欲曙天。
鸳鸯瓦冷霜华重，翡翠衾寒谁与共？
悠悠生死别经年，魂魄不曾来入梦。
临邛道士鸿都客，能以精诚致魂魄。
为感君王辗转思，遂教方士殷勤觅。
排空驭气奔如电，升天入地求之遍。
上穷碧落下黄泉，两处茫茫皆不见。
忽闻海上有仙山，山在虚无缥缈间。
楼阁玲珑五云起，其中绰约多仙子。
中有一人字太真，雪肤花貌参差是。
金阙西厢叩玉扃，转教小玉报双成。
闻道汉家天子使，九华帐里梦魂惊。
揽衣推枕起徘徊，珠箔银屏迤逦开。
云鬓半偏新睡觉，花冠不整下堂来。(云鬓 一作：云髻)
风吹仙袂飘飖举，犹似霓裳羽衣舞。(飘飖 一作：飘飘)
玉容寂寞泪阑干，梨花一枝春带雨。(阑 通：栏)
含情凝睇谢君王，一别音容两渺茫。
昭阳殿里恩爱绝，蓬莱宫中日月长。
回头下望人寰处，不见长安见尘雾。
惟将旧物表深情，钿合金钗寄将去。
钗留一股合一扇，钗擘黄金合分钿。
但令心似金钿坚，天上人间会相见。(但令 一作：但教)
临别殷勤重寄词，词中有誓两心知。
七月七日长生殿，夜半无人私语时。
在天愿作比翼鸟，在地愿为连理枝。
天长地久有时尽，此恨绵绵无绝期。",燕歌行·并序,长干行·其一,琵琶行,"大唐天子爱好女色一直在寻找绝色女子，统治天下多年都无法求得。
杨家有个女儿刚刚长大，养在深闺之中没有人认识。
天生美丽姿质让她难以被埋没，没过多久便成为了唐明皇身边的妃嫔。
她回眸一笑千姿百态娇媚横生，宫中的所有妃嫔在她面前都黯然失色。
春季寒冷皇上赐她到华清池沐浴，温润的泉水洗涤着白嫩滋润的肌肤。
宫女搀扶起如出水芙蓉娇软娉婷的她，由此开始得到君王的恩宠。
鬓发如云面容似花，头戴着金步摇，在精美的芙蓉帐中与皇上共度春宵。
只恨春宵太短，一觉就睡到太阳高高升起，君王从此再也不早朝。
承蒙皇上的恩宠忙得没有片刻闲暇，春日陪皇上一起出游，晚上夜夜专宠。
后宫中佳人如云，却只有她独享君王的恩宠。
金屋中梳妆打扮，夜夜撒娇不离君王，玉楼上酒酣宴罢，醉意更添几许风韵。
兄弟姐妹都因她分封土地，杨家门户生光彩令人羡慕。
于是使得天下的父母都改变了心意，变成了不重视生男孩而重视生女孩。
骊山华清宫内玉宇琼楼高耸入云，清风过处仙乐飘向四面八方。
丝竹和着轻歌曼舞多么美妙，君王终日观看却百看不厌。
渔阳叛乱的战鼓声震耳欲聋，惊破了宫中《霓裳羽衣曲》的音调。
长安发生战事，君王带着群臣美眷向西南逃亡。
天子仪仗车队走走停停，到了距长安一百多里的马嵬坡。
御林军停止前进要求赐死杨贵妃，君王无奈下诏，贵妃在马嵬坡前玉殒香消。
她头上的饰品丢弃在地上无人收拾，那白玉簪，那金凤钗，那珠翠翘。
君王欲救不能掩面而泣，回头看到贵妃惨死的场景血泪止不住地流。
萧索的悲风里黄尘弥漫，沿着曲曲栈道直向剑阁登攀。
峨眉山下行人稀少，昏冥的日色中旌旗黯淡。
蜀地山清水秀，引得君王的思念之情从早至晚。
在行宫看见月色就伤心，夜雨里听到铃声痛断肝肠。
时局好转君王重返长安，路过马嵬坡睹物思人徘徊不前。
马嵬坡下的黄土间，再不见佳人容颜，唯有坟茔躺山间。
君臣相顾泪湿衣衫，向东望无心鞭马任由马前进回京城。
回来一看池苑景物依旧，太液池的芙蓉仍在，未央宫中垂柳未改。
芙蓉开得像玉环的脸，柳叶儿好似她的眉，此情此景怎么能不伤心落泪呢？
春风再次吹开桃李花，秋雨滴落梧桐叶，场面寂寞更惨凄。
兴庆宫和甘露殿秋草丛生，台阶上满是落叶无人打扫。
乐工舞女添了白发，椒房宫中的侍从女官红颜尽褪。
夜晚宫殿中流萤飞舞，玄宗悄然思念贵妃，孤灯挑尽仍难以入睡。
迟缓的钟鼓声愈数愈觉长夜漫漫，星河泛白天快要亮了。
鸳鸯瓦上已附上层层霜花，冰冷的翡翠被里谁与君王同眠？
阴阳相隔多年，为何你从未在我梦里出现过？
有个从临邛来长安的道士，据说他能用精诚招来贵妃的魂魄。
君王思念贵妃的情意令他感动，于是尽力去寻找贵妃的魂魄。
腾云驾雾如闪电，上天下地找了个遍。
找遍天上地下，却还是茫茫不见所寻不得。
忽然听说在海上有一座仙山，这座仙山被云雾环绕隐隐约约。
华美精巧的楼台阁被五彩云霞托起，那里面体态轻盈柔美的仙女数之不尽。
其中有一个人字太真，肌肤如雪，面容如花，好像就是君王要找的杨玉环。
使者来到金阙西边叩响玉石雕做的院门轻声呼唤，仙府庭院重重，须经辗转通报。
太真听说君王的使者到了，从绣饰华美的帐子里惊醒。
穿上衣服推开枕头起身徘徊，珠帘与银饰的屏风接连不断地打开。
她半梳着云髻刚刚睡醒，来不及梳妆歪戴着花冠就出厅堂来。
轻柔的仙风将衣袖吹得微微飘动，就像当年贵妃的霓裳羽衣舞。
她神色黯淡凄楚，泪水纵横，如同春天的一枝梨花带着雨痕。
含情凝视着天子的使者，托他深深拜谢君王之恩，自别后声音容貌都渺无踪影。
昭阳殿里的姻缘早已断绝，蓬莱宫中的孤寂时间还很漫长。
从仙境遥望人世间，看不到魂牵梦萦的长安只看到茫茫尘雾。
只有用当年的信物表达我的深情，钿盒金钗你带回去给君王做纪念。
把金钗、钿盒分成两半，我和君王各自留一半。
只要我们相爱的心如金钿般坚定，天上人间总有机会再见。
临别时殷勤地托使者寄语君王表情思，话中有两人才知晓的誓言。
当年七月七日长生殿中，夜半无人我们共起山盟海誓。
在天愿为比翼双飞鸟，在地愿作并生连理枝。
即使是天长地久也终有尽头，唯有这生死遗恨永远没有尽期。"
29,长干行·其一,李白 〔唐代〕,https://www.gushiwen.cn/shiwenv_2d0368e3fb76.aspx,"妾发初覆额，折花门前剧。
郎骑竹马来，绕床弄青梅。
同居长干里，两小无嫌猜。
十四为君妇，羞颜未尝开。
低头向暗壁，千唤不一回。
十五始展眉，愿同尘与灰。
常存抱柱信，岂上望夫台。
十六君远行，瞿塘滟滪堆。
五月不可触，猿声天上哀。(猿声 一作：猿鸣)
门前迟行迹，一一生绿苔。(迟 一作：旧)
苔深不能扫，落叶秋风早。
八月蝴蝶来，双飞西园草。(蝴蝶来 一作：蝴蝶黄)
感此伤妾心，坐愁红颜老。
早晚下三巴，预将书报家。
相迎不道远，直至长风沙。",长恨歌,早秋三首·其一,琵琶行,"我的头发刚刚盖过额头，便同你一起在门前做折花的游戏。
你骑着竹马过来，我们一起绕着井栏，互掷青梅为戏。
我们同在长干里居住，两个人从小都没什么猜忌。
十四岁那年作了你结发妻子，成婚时羞得我不敢把脸抬起。
自己低头面向昏暗的墙角落，任你千呼万唤我也不把头回。
十五岁才高兴地笑开了双眉，誓与你白头偕老到化为尘灰。
你常存尾生抱柱般坚守信约，我就怎么也不会登上望夫台。
十六岁那年你离我出外远去，要经过瞿塘峡可怕的滟堆。
五月水涨滟堆难辨担心触礁，猿猴在两岸山头嘶鸣更悲凄。
门前那些你缓步离去的足印，日子久了一个个都长满青苔。
苔藓长得太厚怎么也扫不了，秋风早到落叶纷纷把它覆盖。
八月秋高粉黄蝴蝶多么轻狂，双双飞过西园在草丛中戏爱。
此情此景怎不叫我伤心痛绝，终日忧愁太甚红颜自然早衰。
迟早有一天你若离开了三巴，应该写封信报告我寄到家来。
我甘愿翻山渡水去迎你，哪怕要一路走到遥远的长风沙。"
30,长干曲四首·其二,崔颢 〔唐代〕,https://www.gushiwen.cn/shiwenv_508647475cf8.aspx,"家临九江水，来去九江侧。
同是长干人，生小不相识。",琵琶行,长干行·其一,感遇十二首·其四,我的家临近九江边，来来往往都在九江附近。你和我同是长干人，从小不相识真是很遗憾。
31,长干曲四首·其一,崔颢 〔唐代〕,https://www.gushiwen.cn/shiwenv_e2464f9806b5.aspx,"君家何处住，妾住在横塘。
停船暂借问，或恐是同乡。",送别·下马饮君酒,长相思·其一,梦李白二首·其一,请问大哥你的家在何方。我家是住在建康的横塘。停下船吧暂且借问一声，听口音恐怕咱们是同乡。
32,长安遇冯著,韦应物 〔唐代〕,https://www.gushiwen.cn/shiwenv_c40eeba65a3e.aspx,"客从东方来，衣上灞陵雨。
问客何为来，采山因买斧。
冥冥花正开，飏飏燕新乳。
昨别今已春，鬓丝生几缕。",赋得暮雨送李胄,长恨歌,寻隐者不遇,客人从东方过来，衣服上还带着灞陵的雨。问客人为什么来，客人说为了上山砍伐树木来买斧头。百花正在悄悄地盛开，轻盈的燕子正在哺乳新雏。去年一别如今又是春天，两鬓的头发不知又生出多少。
33,长信秋词五首·其三,王昌龄 〔唐代〕,https://www.gushiwen.cn/shiwenv_9cba626e0842.aspx,"奉帚平明金殿开，且将团扇共徘徊。(且 一作：暂)
玉颜不及寒鸦色，犹带昭阳日影来。",月下独酌·其一,咏怀古迹五首·其三,早秋三首·其一,天亮就拿起扫帚打扫金殿尘埃，百无聊赖时手执团扇且共徘徊。美丽的容颜还不如乌鸦的姿色，它还能带着昭阳殿的日影飞来。
34,锦瑟,李商隐 〔唐代〕,https://www.gushiwen.cn/shiwenv_1921957e6e83.aspx,"锦瑟无端五十弦，一弦一柱思华年。
庄生晓梦迷蝴蝶，望帝春心托杜鹃。
沧海月明珠有泪，蓝田日暖玉生烟。
此情可待成追忆，只是当时已惘然。",长干行·其一,瑶瑟怨,旅宿,精美的瑟为什么有五十根弦，一弦一柱都叫我追忆青春年华。庄周在梦中化为蝴蝶翩翩起舞，望帝把自己的幽恨托身于杜鹃。沧海明月高照，鲛人泣泪成珠；蓝田红日和暖，可看到良玉生烟。此时此景为什么要现在才追忆，只因为当时心中只是一片茫然。
35,金陵酒肆留别,李白 〔唐代〕,https://www.gushiwen.cn/shiwenv_15684c1da05b.aspx,"风吹柳花满店香，吴姬压酒劝客尝。(劝客 一作：唤客)
金陵子弟来相送，欲行不行各尽觞。
请君试问东流水，别意与之谁短长？",金缕衣,题金陵渡,登金陵凤凰台,春风吹起柳絮酒店满屋飘香，侍女捧出美酒，劝我细细品尝。金陵年轻朋友纷纷赶来相送。欲走还留之间，各自畅饮悲欢。请你问问东流江水，离情别意与它比谁短谁长？
36,金陵图,韦庄 〔唐代〕,https://www.gushiwen.cn/shiwenv_403a2c45c30b.aspx,"谁谓伤心画不成，画人心逐世人情。
君看六幅南朝事，老木寒云满故城。",赠别二首·其二,登金陵凤凰台,送友人,谁说画不出六朝古都的伤心事，只是那些画家为了迎合世人心理而不画伤心图而已。请看这六幅描摹南朝往事的画中，枯老的树木和寒凉的云朵充满了整个金陵城。
37,金谷园,杜牧 〔唐代〕,https://www.gushiwen.cn/shiwenv_462ee35a4d55.aspx,"繁华事散逐香尘，流水无情草自春。
日暮东风怨啼鸟，落花犹似坠楼人。",寒食,金陵图,春晓,金谷园里的繁华奢靡早已随着芳香的尘屑烟消云散了；园中流水无情的流淌，如茵的春草年年自绿。日暮时分啼鸟在东风里叹怨，落花纷纷，恰似那为石崇坠楼的绿珠美人。
38,金缕衣,佚名 〔唐代〕,https://www.gushiwen.cn/shiwenv_d5cea0c3607d.aspx,"劝君莫惜金缕衣，劝君惜取少年时。(惜取 一作：须惜)
花开堪折直须折，莫待无花空折枝。(花开 一作：有花)",长恨歌,乌衣巷,金陵酒肆留别,我劝你不要太注重追求功名利禄，要珍惜少年求学的最好时期。花开可以折取的时候就要尽管去折，不要等到花谢时只折了个空枝。
39,野望,杜甫 〔唐代〕,https://www.gushiwen.cn/shiwenv_c14aa77a50e5.aspx,"西山白雪三城戍，南浦清江万里桥。
海内风尘诸弟隔，天涯涕泪一身遥。
惟将迟暮供多病，未有涓埃答圣朝。(惟 通：唯)
跨马出郊时极目，不堪人事日萧条。",将进酒,春望,望岳,西山白雪皑皑重兵三城戍守，南郊外的万里桥，跨过泱泱的锦江。因海内战争不息几个兄弟音讯阻隔，我只身远在天涯不禁涕泪涟涟。惟将迟暮的年光，交与多病的身躯；至今无点滴功德，报答贤明的圣皇。我骑马来到郊外时放眼远眺，无法忍受人世间之事日渐萧条。
40,酬郭给事,王维 〔唐代〕,https://www.gushiwen.cn/shiwenv_47847fb84bee.aspx,"洞门高阁霭馀辉，桃李阴阴柳絮飞。
禁里疏钟官舍晚，省中啼鸟吏人稀。
晨摇玉佩趋金殿，夕奉天书拜琐闱。
强欲从君无那老，将因卧病解朝衣。",感遇十二首·其二,酬张少府,酬程延秋夜即事见赠,高高的宫门和楼阁沐浴在夕阳的余晖中，桃李枝叶茂密，柳絮随风飞舞。皇宫里钟声稀疏，官舍中办公的官吏已经很少，门下省里只听见鸟鸣。早晨步入金殿时玉佩摇晃，夜晚捧着皇帝的诏书拜别宫门。想勉强跟着您一同进退，无奈我已衰老，会因病卧床而解下我这身官袍。
41,酬程延秋夜即事见赠,韩翃 〔唐代〕,https://www.gushiwen.cn/shiwenv_baf6517f175b.aspx,"长簟迎风早，空城澹月华。
星河秋一雁，砧杵夜千家。
节候看应晚，心期卧亦赊。
向来吟秀句，不觉已鸣鸦。",阁夜,酬郭给事,秋夜曲,修长的竹枝早早迎接着秋风，淡淡的月华洒满了空城。一只鸿雁向银河飞去，寂静的夜里，传来千家万户捣衣的砧声。季节飞快地推移，转眼已秋冬，闲散里，我空怀着未曾了却的心意。我反复吟诵你秀美的诗句，不觉天色将晓，已听见早鸦乱啼。
42,酬张少府,王维 〔唐代〕,https://www.gushiwen.cn/shiwenv_aedaa001525c.aspx,"晚年唯好静，万事不关心。(唯 一作：惟)
自顾无长策，空知返旧林。
松风吹解带，山月照弹琴。
君问穷通理，渔歌入浦深。",黄鹤楼送孟浩然之广陵,宿府,秋日登吴公台上寺远眺,人到晚年就特别喜好安静，对人间万事都漠不关心。自思没有高策可以报效国家，只要求归隐家乡的山林。迎着松林清风解带敞怀，在山间明月的伴照下独坐弹琴，自由自在。世事如此，还问什么困厄与显达的道理，不如去听听水浦深处渔歌声音。
43,郡斋雨中与诸文士燕集,韦应物 〔唐代〕,https://www.gushiwen.cn/shiwenv_4d064982fa0e.aspx,"兵卫森画戟，宴寝凝清香。
海上风雨至，逍遥池阁凉。
烦疴近消散，嘉宾复满堂。
自惭居处崇，未睹斯民康。
理会是非遣，性达形迹忘。
鲜肥属时禁，蔬果幸见尝。
俯饮一杯酒，仰聆金玉章。
神欢体自轻，意欲凌风翔。
吴中盛文史，群彦今汪洋。
方知大藩地，岂曰财赋强。",问刘十九,与诸子登岘山,寄全椒山中道士,"官邸门前画戟林立兵卫森严，休息室内凝聚着焚檀的清香。
东南近海层层风雨吹进住所，逍遥自在池阁之间阵阵风凉。
心里头的烦躁苦闷将要消散，嘉宾贵客重新聚集济济一堂。
自己惭愧所处地位太过高贵，未能顾及平民百姓有无安康。
如能领悟事理是非自然消释，性情达观世俗礼节就可淡忘。
鲜鱼肥肉是夏令禁食的荤腥，蔬菜水果希望大家尽管品尝。
大家躬身饮下一杯醇清美酒，抬头聆听各人吟诵金玉诗章。
精神愉快身体自然轻松舒畅，心里真想临风飘举奋力翱翔。
吴中不愧为文史鼎盛的所在，文人学士简直多如大海汪洋。
现在才知道大州大郡的地方，哪里是仅以财物丰阜而称强？"
44,遣悲怀三首·其二,元稹 〔唐代〕,https://www.gushiwen.cn/shiwenv_8d7eab9265d3.aspx,"昔日戏言身后意，今朝都到眼前来。(身后意 一作：身后事)
衣裳已施行看尽，针线犹存未忍开。
尚想旧情怜婢仆，也曾因梦送钱财。
诚知此恨人人有，贫贱夫妻百事哀。",梦李白二首·其二,楚江怀古三首·其一,咏怀古迹五首·其三,往昔曾经戏言我们身后的安排，如今都按你所说的展现在眼前。你穿过的衣裳已经快施舍完了，你的针线盒我珍存着不忍打开。因怀念你我对婢仆也格外怜爱，也曾因梦见你并为你送去钱财。我诚知死别之恨世间人人都有，但咱们共苦夫妻死别更觉哀痛。
45,遣悲怀三首·其三,元稹 〔唐代〕,https://www.gushiwen.cn/shiwenv_fe89b7670e0a.aspx,"闲坐悲君亦自悲，百年都是几多时。
邓攸无子寻知命，潘岳悼亡犹费词。
同穴窅冥何所望，他生缘会更难期。
惟将终夜长开眼，报答平生未展眉。",喜外弟卢纶见宿,楚江怀古三首·其一,咏怀古迹五首·其三,闲坐无事为你悲伤为我感叹，人生短暂百年时间又多长呢！邓攸没有后代是命运的安排，潘岳悼念亡妻只是徒然悲鸣。即使能合葬也无法倾诉衷情，来世结缘是多么虚幻的企望。唯有以彻夜不眠、辗转反侧的思念，报答你生前为我奔波劳累的苦心。
46,遣悲怀三首·其一,元稹 〔唐代〕,https://www.gushiwen.cn/shiwenv_c20e02dc390a.aspx,"谢公最小偏怜女，自嫁黔娄百事乖。
顾我无衣搜荩箧，泥他沽酒拔金钗。(荩箧 一作：画箧)
野蔬充膳甘长藿，落叶添薪仰古槐。
今日俸钱过十万，与君营奠复营斋。",梦游天姥吟留别,咏怀古迹五首·其一,咏怀古迹五首·其三,你如同谢公最受偏爱的女儿，嫁给我这个贫士事事不顺利。你见我没有衣衫就在箱子找，你拔下金钗因我相求而买酒。你用野蔬充饥却说食物甘美，古槐落叶当柴也无怨无悔。如今我高官厚禄你却离人间，为祭奠你延请僧道超度亡灵。
47,遣怀,杜牧 〔唐代〕,https://www.gushiwen.cn/shiwenv_42e12feb4ebb.aspx,"落魄江湖载酒行，楚腰纤细掌中轻。(江湖 一作：江南；纤细 一作：肠断)
十年一觉扬州梦，赢得青楼薄幸名。",宣州谢朓楼饯别校书叔云,遣悲怀三首·其二,题破山寺后禅院,想当年，困顿江湖饮酒作乐放纵而行，专爱那纤细的腰身能在掌中起舞，婀娜轻盈。扬州十年的纵情声色，好像一场梦，到头来，只落得青楼楚馆内一个“薄幸”的名声。
48,逢入京使,岑参 〔唐代〕,https://www.gushiwen.cn/shiwenv_10d21c96ba71.aspx,"故园东望路漫漫，双袖龙钟泪不干。
马上相逢无纸笔，凭君传语报平安。",宫词二首·其一,送魏万之京,早寒江上有怀,向东遥望长安家园路途遥远，思乡之泪沾湿双袖难擦干。在马上匆匆相逢没有纸笔写书信，只有托你捎个口信，给家人报平安。
49,送魏万之京,李颀 〔唐代〕,https://www.gushiwen.cn/shiwenv_67ca0b01f1c4.aspx,"朝闻游子唱离歌，昨夜微霜初渡河。
鸿雁不堪愁里听，云山况是客中过。
关城树色催寒近，御苑砧声向晚多。(树 一作：曙)
莫见长安行乐处，空令岁月易蹉跎。(莫见 一作：莫是)",宣州谢朓楼饯别校书叔云,送綦毋潜落第还乡,桃源行,清晨听到游子高唱离别之歌，昨夜薄霜刚刚渡过黄河。怀愁之人实在不忍听那鸿雁哀鸣，何况是那与故乡遥隔千山万水，身在旅途的异乡客。潼关晨曦寒气越来越重，天气愈来愈冷，京城深秋捣衣声愈接近傍晚愈多。请不要以为长安是行乐所在，以免白白地把宝贵时光消磨。
50,送陈章甫,李颀 〔唐代〕,https://www.gushiwen.cn/shiwenv_8d4ba7e81446.aspx,"四月南风大麦黄，枣花未落桐阴长。(阴 一作：叶)
青山朝别暮还见，嘶马出门思旧乡。
陈侯立身何坦荡，虬须虎眉仍大颡。
腹中贮书一万卷，不肯低头在草莽。
东门酤酒饮我曹，心轻万事如鸿毛。
醉卧不知白日暮，有时空望孤云高。
长河浪头连天黑，津口停舟渡不得。
郑国游人未及家，洛阳行子空叹息。
闻道故林相识多，罢官昨日今如何。",渡荆门送别,章台夜思,佳人,四月南风吹大麦一片金黄，枣花未落梧桐荫已遮满道路。早晨辞别青山晚上又相见，出门闻马鸣令我想念故乡。陈侯的立身处世襟怀坦荡，虬须虎眉前额宽仪表堂堂。你胸藏诗书万卷学问深广，怎么能够低头埋没在草莽。在城东门买酒请我们畅饮，心宽看万事都如鸿毛一样。喝醉酒酣睡不知天已黄昏，有时独自将天上孤云眺望。今日黄河波浪汹涌连天黑，行船在渡口停驻不敢过江。你这郑国的游人不能返家，我这洛阳的行子空自叹息。听说你在家乡旧相识很多，罢官回去他们如何看待你？
51,送綦毋潜落第还乡,王维 〔唐代〕,https://www.gushiwen.cn/shiwenv_dfa0d65184ac.aspx,"圣代无隐者，英灵尽来归。
遂令东山客，不得顾采薇。
既至金门远，孰云吾道非。(金门 一作：君门)
江淮度寒食，京洛缝春衣。
置酒长安道，同心与我违。(长安道 一作：临长道)
行当浮桂棹，未几拂荆扉。
远树带行客，孤村当落晖。(孤村 一作：孤城)
吾谋适不用，勿谓知音稀。",秋登兰山寄张五,送魏万之京,自夏口至鹦鹉洲夕望岳阳寄源中丞,政治清明时代绝无隐者存在，为朝政服务有才者纷纷出来。连你这个像谢安的山林隐者，也不再效法伯夷叔齐去采薇。你应试落第不能待诏金马门，那是命运不济谁说吾道不对？去年寒食时节你正经过江淮，滞留京洛又缝春衣已过一载。我们又在长安城外设酒饯别，同心知己如今又要与我分开。你行将驾驶着小船南下归去，不几天就可把自家柴门扣开。远山的树木把你的身影遮盖，夕阳余辉映得孤村艳丽多彩。你暂不被录用纯属偶然的事，别以为知音稀少而徒自感慨！
