Poem_Index,Title,Author,URL,Content,A,B,C
209,感遇十二首·其四,张九龄 〔唐代〕,https://www.gushiwen.cn/shiwenv_f4a35c0d146a.aspx,"孤鸿海上来，池潢不敢顾。
侧见双翠鸟，巢在三珠树。
矫矫珍木巅，得无金丸惧？
美服患人指，高明逼神恶。
今我游冥冥，弋者何所慕！",长恨歌,长干曲四首·其二,陇西行四首·其二
210,感遇十二首·其二,张九龄 〔唐代〕,https://www.gushiwen.cn/shiwenv_5e265e29083e.aspx,"幽人归独卧，滞虑洗孤清。
持此谢高鸟，因之传远情。
日夕怀空意，人谁感至精？
飞沉理自隔，何所慰吾诚？",秦中感秋寄远上人,孤雁二首·其二,梦李白二首·其二
211,感遇十二首·其七,张九龄 〔唐代〕,https://www.gushiwen.cn/shiwenv_02ba8d3eabab.aspx,"江南有丹橘，经冬犹绿林。
岂伊地气暖？自有岁寒心。
可以荐嘉客，奈何阻重深。
运命惟所遇，循环不可寻。
徒言树桃李，此木岂无阴？",长恨歌,梦李白二首·其一,孤雁二首·其二
212,感遇十二首·其一,张九龄 〔唐代〕,https://www.gushiwen.cn/shiwenv_d5419292d268.aspx,"兰叶春葳蕤，桂华秋皎洁。
欣欣此生意，自尔为佳节。
谁知林栖者，闻风坐相悦。
草木有本心，何求美人折！",长恨歌,无题二首·其一,梦李白二首·其一
213,怨情,李白 〔唐代〕,https://www.gushiwen.cn/shiwenv_68fe1f940020.aspx,"美人卷珠帘，深坐蹙蛾眉。(蹙 一作：颦)
但见泪痕湿，不知心恨谁。",长恨歌,玉阶怨,春宫怨
214,征怨,柳中庸 〔唐代〕,https://www.gushiwen.cn/shiwenv_934e5850a0f4.aspx,"岁岁金河复玉关，朝朝马策与刀环。
三春白雪归青冢，万里黄河绕黑山。",凉州词二首·其一,玉阶怨,春宫怨
215,归嵩山作,王维 〔唐代〕,https://www.gushiwen.cn/shiwenv_a496667a51c2.aspx,"清川带长薄，车马去闲闲。
流水如有意，暮禽相与还。
荒城临古渡，落日满秋山。
迢递嵩高下，归来且闭关。",送人东游,岁暮归南山,夜归鹿门山歌
216,庐山谣寄卢侍御虚舟,李白 〔唐代〕,https://www.gushiwen.cn/shiwenv_2ce33c84c9cb.aspx,"我本楚狂人，凤歌笑孔丘。
手持绿玉杖，朝别黄鹤楼。
五岳寻仙不辞远，一生好入名山游。
庐山秀出南斗傍，屏风九叠云锦张，
影落明湖青黛光。
金阙前开二峰长，银河倒挂三石梁，
香炉瀑布遥相望，回崖沓嶂凌苍苍。
翠影红霞映朝日，鸟飞不到吴天长。
登高壮观天地间，大江茫茫去不还。
黄云万里动风色，白波九道流雪山。
好为庐山谣，兴因庐山发。
闲窥石镜清我心，谢公行处苍苔没。
早服还丹无世情，琴心三叠道初成。
遥见仙人彩云里，手把芙蓉朝玉京。
先期汗漫九垓上，愿接卢敖游太清。",长恨歌,关山月,宣州谢朓楼饯别校书叔云
217,巴山道中除夜书怀,崔涂 〔唐代〕,https://www.gushiwen.cn/shiwenv_c34469635b91.aspx,"迢递三巴路，羁危万里身。
乱山残雪夜，孤烛异乡人。(异乡人 一作：异乡春)
渐与骨肉远，转于僮仆亲。
那堪正飘泊，明日岁华新。",九月九日忆山东兄弟,旅夜书怀,燕歌行·并序
218,已凉,韩偓 〔唐代〕,https://www.gushiwen.cn/shiwenv_2c55b2038285.aspx,"碧阑干外绣帘垂，猩色屏风画折枝。(猩色 一作：猩血)
八尺龙须方锦褥，已凉天气未寒时。",金缕衣,凉州词,凉州词二首·其一
219,岁暮归南山,孟浩然 〔唐代〕,https://www.gushiwen.cn/shiwenv_80cde550c438.aspx,"北阙休上书，南山归敝庐。
不才明主弃，多病故人疏。
白发催年老，青阳逼岁除。
永怀愁不寐，松月夜窗虚。",长恨歌,终南山,琵琶行
220,山石,韩愈 〔唐代〕,https://www.gushiwen.cn/shiwenv_c63d202ca1e1.aspx,"山石荦确行径微，黄昏到寺蝙蝠飞。
升堂坐阶新雨足，芭蕉叶大栀子肥。
僧言古壁佛画好，以火来照所见稀。
铺床拂席置羹饭，疏粝亦足饱我饥。
夜深静卧百虫绝，清月出岭光入扉。
天明独去无道路，出入高下穷烟霏。
山红涧碧纷烂漫，时见松枥皆十围。
当流赤足踏涧石，水声激激风吹衣。
人生如此自可乐，岂必局束为人鞿？
嗟哉吾党二三子，安得至老不更归。",长恨歌,石鼓歌,梦游天姥吟留别
221,山居秋暝,王维 〔唐代〕,https://www.gushiwen.cn/shiwenv_44ba4afb80db.aspx,"空山新雨后，天气晚来秋。
明月松间照，清泉石上流。
竹喧归浣女，莲动下渔舟。
随意春芳歇，王孙自可留。",楚江怀古三首·其一,灞上秋居,桃源行
222,将进酒,李白 〔唐代〕,https://www.gushiwen.cn/shiwenv_ee16df5673bc.aspx,"君不见黄河之水天上来，奔流到海不复回。
君不见高堂明镜悲白发，朝如青丝暮成雪。
人生得意须尽欢，莫使金樽空对月。
天生我材必有用，千金散尽还复来。
烹羊宰牛且为乐，会须一饮三百杯。
岑夫子，丹丘生，将进酒，杯莫停。
与君歌一曲，请君为我倾耳听。(倾耳听 一作：侧耳听)
钟鼓馔玉不足贵，但愿长醉不愿醒。(不足贵 一作：何足贵；不愿醒 一作：不复醒)
古来圣贤皆寂寞，惟有饮者留其名。(古来 一作：自古；惟 通：唯)
陈王昔时宴平乐，斗酒十千恣欢谑。
主人何为言少钱，径须沽取对君酌。
五花马、千金裘，呼儿将出换美酒，与尔同销万古愁。",长恨歌,老将行,哀江头
223,将赴吴兴登乐游原一绝,杜牧 〔唐代〕,https://www.gushiwen.cn/shiwenv_35d8561345a9.aspx,"清时有味是无能，闲爱孤云静爱僧。
欲把一麾江海去，乐游原上望昭陵。",登鹳雀楼,登乐游原,隋宫·乘兴南游不戒严
224,寻隐者不遇,贾岛 〔唐代〕,https://www.gushiwen.cn/shiwenv_40954072f541.aspx,"松下问童子，言师采药去。
只在此山中，云深不知处。",送方外上人,寻南溪常山道人隐居,宿王昌龄隐居
225,寻陆鸿渐不遇,皎然 〔唐代〕,https://www.gushiwen.cn/shiwenv_83f04219a489.aspx,"移家虽带郭，野径入桑麻。
近种篱边菊，秋来未著花。
扣门无犬吠，欲去问西家。
报道山中去，归时每日斜。(归时 一作：归来)",过故人庄,寻西山隐者不遇,送綦毋潜落第还乡
226,寻西山隐者不遇,丘为 〔唐代〕,https://www.gushiwen.cn/shiwenv_23c91fa1d5eb.aspx,"绝顶一茅茨，直上三十里。
扣关无僮仆，窥室唯案几。
若非巾柴车，应是钓秋水。
差池不相见，黾勉空仰止。
草色新雨中，松声晚窗里。
及兹契幽绝，自足荡心耳。
虽无宾主意，颇得清净理。
兴尽方下山，何必待之子。",长恨歌,寻陆鸿渐不遇,寻南溪常山道人隐居
227,寻南溪常山道人隐居,刘长卿 〔唐代〕,https://www.gushiwen.cn/shiwenv_364955a27a28.aspx,"一路经行处，莓苔见履痕。
白云依静渚，春草闭闲门。(静渚 一作：静者)
过雨看松色，随山到水源。
溪花与禅意，相对亦忘言。",阙题,寻西山隐者不遇,同题仙游观
228,寒食,韩翃 〔唐代〕,https://www.gushiwen.cn/shiwenv_f26e62f4bfc8.aspx,"春城无处不飞花，寒食东风御柳斜。
日暮汉宫传蜡烛，轻烟散入五侯家。",金谷园,杂诗·近寒食雨草萋萋,奉和圣制从蓬莱向兴庆阁道中留春雨中春望之作应制
229,寄韩谏议注,杜甫 〔唐代〕,https://www.gushiwen.cn/shiwenv_f136f1f6a500.aspx,"今我不乐思岳阳，身欲奋飞病在床。
美人娟娟隔秋水，濯足洞庭望八荒。
鸿飞冥冥日月白，青枫叶赤天雨霜。
玉京群帝集北斗，或骑麒麟翳凤凰。
芙蓉旌旗烟雾落，影动倒景摇潇湘。
星宫之君醉琼浆，羽人稀少不在旁。
似闻昨者赤松子，恐是汉代韩张良。
昔随刘氏定长安，帷幄未改神惨伤。
国家成败吾岂敢，色难腥腐餐枫香。
周南留滞古所惜，南极老人应寿昌。
美人胡为隔秋水，焉得置之贡玉堂。",长恨歌,韩碑,长相思·其一
230,寄李儋元锡,韦应物 〔唐代〕,https://www.gushiwen.cn/shiwenv_98475ddd5a1a.aspx,"去年花里逢君别，今日花开又一年。(又一年 一作：已一年)
世事茫茫难自料，春愁黯黯独成眠。
身多疾病思田里，邑有流亡愧俸钱。
闻道欲来相问讯，西楼望月几回圆。",长恨歌,初发扬子寄元大校书,金缕衣
231,寄扬州韩绰判官,杜牧 〔唐代〕,https://www.gushiwen.cn/shiwenv_24dacc9084c8.aspx,"青山隐隐水迢迢，秋尽江南草未凋。
二十四桥明月夜，玉人何处教吹箫？",桃花溪,寄韩谏议注,白雪歌送武判官归京
232,寄左省杜拾遗,岑参 〔唐代〕,https://www.gushiwen.cn/shiwenv_85515020d919.aspx,"联步趋丹陛，分曹限紫微。
晓随天仗入，暮惹御香归。
白发悲花落，青云羡鸟飞。
圣朝无阙事，自觉谏书稀。",长恨歌,春宿左省,下终南山过斛斯山人宿置酒
233,寄全椒山中道士,韦应物 〔唐代〕,https://www.gushiwen.cn/shiwenv_bde0a1fcff27.aspx,"今朝郡斋冷，忽念山中客。
涧底束荆薪，归来煮白石。
欲持一瓢酒，远慰风雨夕。
落叶满空山，何处寻行迹。",溪居,巴山道中除夜书怀,清明日宴梅道士房
234,寄令狐郎中,李商隐 〔唐代〕,https://www.gushiwen.cn/shiwenv_4107b7fe1053.aspx,"嵩云秦树久离居，双鲤迢迢一纸书。
休问梁园旧宾客，茂陵秋雨病相如。",回乡偶书,寄全椒山中道士,寄扬州韩绰判官
235,寄人,张泌 〔唐代〕,https://www.gushiwen.cn/shiwenv_eb3a53d949c4.aspx,"别梦依依到谢家，小廊回合曲阑斜。
多情只有春庭月，犹为离人照落花。",长恨歌,佳人,送友人
236,宿王昌龄隐居,常建 〔唐代〕,https://www.gushiwen.cn/shiwenv_0b87829569c8.aspx,"清溪深不测，隐处唯孤云。
松际露微月，清光犹为君。
茅亭宿花影，药院滋苔纹。
余亦谢时去，西山鸾鹤群。",赠孟浩然,寻南溪常山道人隐居,夜泊牛渚怀古
237,宿桐庐江寄广陵旧游,孟浩然 〔唐代〕,https://www.gushiwen.cn/shiwenv_2c0faba4ce52.aspx,"山暝听猿愁，沧江急夜流。
风鸣两岸叶，月照一孤舟。
建德非吾土，维扬忆旧游。
还将两行泪，遥寄海西头。",长恨歌,庐山谣寄卢侍御虚舟,次北固山下
238,宿建德江,孟浩然 〔唐代〕,https://www.gushiwen.cn/shiwenv_63d3ff8f6b61.aspx,"移舟泊烟渚，日暮客愁新。
野旷天低树，江清月近人。",桃源行,宿府,哀江头
239,宿府,杜甫 〔唐代〕,https://www.gushiwen.cn/shiwenv_a4575e93ff63.aspx,"清秋幕府井梧寒，独宿江城蜡炬残。
永夜角声悲自语，中天月色好谁看。
风尘荏苒音书绝，关塞萧条行路难。
已忍伶俜十年事，强移栖息一枝安。",阁夜,旅宿,酬张少府
240,宿业师山房期丁大不至,孟浩然 〔唐代〕,https://www.gushiwen.cn/shiwenv_2c7594304bb9.aspx,"夕阳度西岭，群壑倏已暝。
松月生夜凉，风泉满清听。
樵人归欲尽，烟鸟栖初定。
之子期宿来，孤琴候萝径。",梦游天姥吟留别,寻西山隐者不遇,下终南山过斛斯山人宿置酒
241,宫词二首·其一,张祜 〔唐代〕,https://www.gushiwen.cn/shiwenv_054c756406d6.aspx,"故国三千里，深宫二十年。
一声何满子，双泪落君前。",蜀先主庙,梦李白二首·其一,感遇十二首·其一
242,宫词·寂寂花时闭院门,朱庆馀 〔唐代〕,https://www.gushiwen.cn/shiwenv_f076628e7095.aspx,"寂寂花时闭院门，美人相并立琼轩。
含情欲说宫中事，鹦鹉前头不敢言。",渡汉江,宫词二首·其一,宫词·十二楼中尽晓妆
243,宫词·长乐宫连上苑春,顾况 〔唐代〕,https://www.gushiwen.cn/shiwenv_026b627c41f6.aspx,"长乐宫连上苑春，玉楼金殿艳歌新。
君门一入无由出，唯有宫莺得见人。",长恨歌,春宫曲,宫词·十二楼中尽晓妆
244,宫词·十二楼中尽晓妆,薛逢 〔唐代〕,https://www.gushiwen.cn/shiwenv_840afd01d58c.aspx,"十二楼中尽晓妆，望仙楼上望君王。
锁衔金兽连环冷，水滴铜龙昼漏长。
云髻罢梳还对镜，罗衣欲换更添香。
遥窥正殿帘开处，袍袴宫人扫御床。",长恨歌,宫词二首·其一,宫词·寂寂花时闭院门
245,宣州谢朓楼饯别校书叔云,李白 〔唐代〕,https://www.gushiwen.cn/shiwenv_731e2a19594e.aspx,"弃我去者，昨日之日不可留；
乱我心者，今日之日多烦忧。
长风万里送秋雁，对此可以酣高楼。
蓬莱文章建安骨，中间小谢又清发。
俱怀逸兴壮思飞，欲上青天揽明月。(揽 一作：览；明月 一作：日月)
抽刀断水水更流，举杯消愁愁更愁。(消愁 一作：销愁；更 一作：复)
人生在世不称意，明朝散发弄扁舟。",长恨歌,梦游天姥吟留别,送魏万之京
246,客至,杜甫 〔唐代〕,https://www.gushiwen.cn/shiwenv_2dfd92e6cd5b.aspx,"舍南舍北皆春水，但见群鸥日日来。
花径不曾缘客扫，蓬门今始为君开。
盘飧市远无兼味，樽酒家贫只旧醅。
肯与邻翁相对饮，隔篱呼取尽余杯。",长恨歌,客夜与故人偶集,将进酒
247,客夜与故人偶集,戴叔伦 〔唐代〕,https://www.gushiwen.cn/shiwenv_dad2bb2ce25c.aspx,"天秋月又满，城阙夜千重。
还作江南会，翻疑梦里逢。
风枝惊暗鹊，露草泣寒蛩。(泣 一作：覆)
羁旅长堪醉，相留畏晓钟。",长恨歌,云阳馆与韩绅宿别,李端公
248,孤雁二首·其二,崔涂 〔唐代〕,https://www.gushiwen.cn/shiwenv_a6428227e841.aspx,"几行归塞尽，念尔独何之。
暮雨相呼失，寒塘欲下迟。
渚云低暗度，关月冷相随。
未必逢矰缴，孤飞自可疑。",送李中丞之襄州,梦李白二首·其二,赠别二首·其二
249,子夜吴歌·秋歌,李白 〔唐代〕,https://www.gushiwen.cn/shiwenv_ed5d95fe49c7.aspx,"长安一片月，万户捣衣声。
秋风吹不尽，总是玉关情。
何日平胡虏，良人罢远征。",长恨歌,燕歌行·并序,琵琶行
250,子夜吴歌·春歌,李白 〔唐代〕,https://www.gushiwen.cn/shiwenv_21a94dcfbfa3.aspx,"秦地罗敷女，采桑绿水边。
素手青条上，红妆白日鲜。
蚕饥妾欲去，五马莫留连。",问刘十九,夜归鹿门山歌,燕歌行·并序
251,子夜吴歌·夏歌,李白 〔唐代〕,https://www.gushiwen.cn/shiwenv_b5dde84240ea.aspx,"镜湖三百里，菡萏发荷花。
五月西施采，人看隘若耶。
回舟不待月，归去越王家。",长恨歌,夜归鹿门山歌,燕歌行·并序
252,子夜吴歌·冬歌,李白 〔唐代〕,https://www.gushiwen.cn/shiwenv_fdc3a79d25a8.aspx,"明朝驿使发，一夜絮征袍。
素手抽针冷，那堪把剪刀。
裁缝寄远道，几日到临洮。",哥舒歌,燕歌行·并序,夜归鹿门山歌
253,嫦娥,李商隐 〔唐代〕,https://www.gushiwen.cn/shiwenv_caef25db347c.aspx,"云母屏风烛影深，长河渐落晓星沉。
嫦娥应悔偷灵药，碧海青天夜夜心。",瑶瑟怨,长恨歌,听董大弹胡笳声兼寄语弄房给事
254,奉济驿重送严公四韵,杜甫 〔唐代〕,https://www.gushiwen.cn/shiwenv_1564812c1366.aspx,"远送从此别，青山空复情。
几时杯重把，昨夜月同行。
列郡讴歌惜，三朝出入荣。
江村独归处，寂寞养残生。",长恨歌,轮台歌奉送封大夫出师西征,梦李白二首·其二
255,奉和圣制从蓬莱向兴庆阁道中留春雨中春望之作应制,王维 〔唐代〕,https://www.gushiwen.cn/shiwenv_96eec499eca2.aspx,"渭水自萦秦塞曲，黄山旧绕汉宫斜。
銮舆迥出千门柳，阁道回看上苑花。
云里帝城双凤阙，雨中春树万人家。
为乘阳气行时令，不是宸游玩物华。(玩 一作：重)",长恨歌,和晋陵陆丞早春游望,送綦毋潜落第还乡
256,奉和中书舍人贾至早朝大明宫,岑参 〔唐代〕,https://www.gushiwen.cn/shiwenv_e434c47819cc.aspx,"鸡鸣紫陌曙光寒，莺啭皇州春色阑。
金阙晓钟开万户，玉阶仙仗拥千官。
花迎剑佩星初落，柳拂旌旗露未干。
独有凤凰池上客，阳春一曲和皆难。",长恨歌,赠阙下裴舍人,和晋陵陆丞早春游望
257,天末怀李白,杜甫 〔唐代〕,https://www.gushiwen.cn/shiwenv_38418ed36981.aspx,"凉风起天末，君子意如何。
鸿雁几时到，江湖秋水多。
文章憎命达，魑魅喜人过。
应共冤魂语，投诗赠汨罗。",寻西山隐者不遇,梦李白二首·其二,梦李白二首·其一
258,夜雨寄北,李商隐 〔唐代〕,https://www.gushiwen.cn/shiwenv_e46c43d13b97.aspx,"君问归期未有期，巴山夜雨涨秋池。
何当共剪西窗烛，却话巴山夜雨时。",送梓州李使君,秋夜寄邱员外,北青萝
259,夜泊牛渚怀古,李白 〔唐代〕,https://www.gushiwen.cn/shiwenv_bec0f7d48ce7.aspx,"牛渚西江夜，青天无片云。
登舟望秋月，空忆谢将军。
余亦能高咏，斯人不可闻。
明朝挂帆席，枫叶落纷纷。(席 一作：去)",长恨歌,枫桥夜泊,古从军行
260,夜归鹿门山歌,孟浩然 〔唐代〕,https://www.gushiwen.cn/shiwenv_55c0a0ea874e.aspx,"山寺钟鸣昼已昏，渔梁渡头争渡喧。
人随沙岸向江村，余亦乘舟归鹿门。
鹿门月照开烟树，忽到庞公栖隐处。
岩扉松径长寂寥，惟有幽人自来去。",梦游天姥吟留别,归嵩山作,岁暮归南山
261,夜上受降城闻笛,李益 〔唐代〕,https://www.gushiwen.cn/shiwenv_d89eb1125b6d.aspx,"回乐烽前沙似雪，受降城外月如霜。(回乐烽 一作：回乐峰)
不知何处吹芦管，一夜征人尽望乡。",望蓟门,静夜思,长恨歌
262,夕次盱眙县,韦应物 〔唐代〕,https://www.gushiwen.cn/shiwenv_9a4af1036d85.aspx,"落帆逗淮镇，停舫临孤驿。
浩浩风起波，冥冥日沉夕。
人归山郭暗，雁下芦洲白。
独夜忆秦关，听钟未眠客。",赋得暮雨送李胄,晚次鄂州,次北固山下
263,夏日南亭怀辛大,孟浩然 〔唐代〕,https://www.gushiwen.cn/shiwenv_9306064f2630.aspx,"山光忽西落，池月渐东上。
散发乘夕凉，开轩卧闲敞。
荷风送香气，竹露滴清响。
欲取鸣琴弹，恨无知音赏。
感此怀故人，中宵劳梦想。(中 一作：终)",长恨歌,子夜吴歌·夏歌,长干行·其一
264,塞下曲·饮马渡秋水,王昌龄 〔唐代〕,https://www.gushiwen.cn/shiwenv_a62c96a4c183.aspx,"饮马渡秋水，水寒风似刀。
平沙日未没，黯黯见临洮。
昔日长城战，咸言意气高。
黄尘足今古，白骨乱蓬蒿。",哥舒歌,塞下曲·蝉鸣空桑林,韦讽录事宅观曹将军画马图
265,塞下曲·蝉鸣空桑林,王昌龄 〔唐代〕,https://www.gushiwen.cn/shiwenv_f9e0d2f2e6ca.aspx,"蝉鸣空桑林，八月萧关道。
出塞入塞寒，处处黄芦草。
从来幽并客，皆共尘沙老。(尘沙 一作：沙尘)
莫学游侠儿，矜夸紫骝好。",长恨歌,长干行·其一,塞下曲·饮马渡秋水
266,塞下曲·月黑雁飞高,卢纶 〔唐代〕,https://www.gushiwen.cn/shiwenv_9a9463173105.aspx,"月黑雁飞高，单于夜遁逃。
欲将轻骑逐，大雪满弓刀。",哥舒歌,塞下曲·饮马渡秋水,和张仆射塞下曲·其二
267,在狱咏蝉,骆宾王 〔唐代〕,https://www.gushiwen.cn/shiwenv_cecffc2a400d.aspx,"西陆蝉声唱，南冠客思深。(客思深 一作：客思侵)
那堪玄鬓影，来对白头吟。(那堪 一作：不堪)
露重飞难进，风多响易沉。
无人信高洁，谁为表予心？",李端公,蝉,送綦毋潜落第还乡
268,回乡偶书,贺知章 〔唐代〕,https://www.gushiwen.cn/shiwenv_f459f8ed8d23.aspx,"少小离家老大回，乡音无改鬓毛衰。
儿童相见不相识，笑问客从何处来。",春思·燕草如碧丝,书边事,旅夜书怀
269,喜见外弟又言别,李益 〔唐代〕,https://www.gushiwen.cn/shiwenv_97ae866bedf5.aspx,"十年离乱后，长大一相逢。
问姓惊初见，称名忆旧容。
别来沧海事，语罢暮天钟。
明日巴陵道，秋山又几重。",送杨氏女,淮上喜会梁州故人,独不见
270,喜外弟卢纶见宿,司空曙 〔唐代〕,https://www.gushiwen.cn/shiwenv_7661425bdf0a.aspx,"静夜四无邻，荒居旧业贫。
雨中黄叶树，灯下白头人。
以我独沉久，愧君相见频。
平生自有分，况是蔡家亲。",灞上秋居,月夜忆舍弟,独不见
271,哥舒歌,西鄙人 〔唐代〕,https://www.gushiwen.cn/shiwenv_94eb5d41fec6.aspx,"北斗七星高，哥舒夜带刀。
至今窥牧马，不敢过临洮。",子夜吴歌·冬歌,长恨歌,塞下曲·月黑雁飞高
272,哀王孙,杜甫 〔唐代〕,https://www.gushiwen.cn/shiwenv_c7b4689c87e3.aspx,"长安城头头白乌，夜飞延秋门上呼。
又向人家啄大屋，屋底达官走避胡。
金鞭断折九马死，骨肉不得同驰驱。
腰下宝玦青珊瑚，可怜王孙泣路隅。
问之不肯道姓名，但道困苦乞为奴。
已经百日窜荆棘，身上无有完肌肤。
高帝子孙尽隆准，龙种自与常人殊。
豺狼在邑龙在野，王孙善保千金躯。
不敢长语临交衢，且为王孙立斯须。
昨夜东风吹血腥，东来橐驼满旧都。
朔方健儿好身手，昔何勇锐今何愚。
窃闻天子已传位，圣德北服南单于。
花门剺面请雪耻，慎勿出口他人狙。
哀哉王孙慎勿疏，五陵佳气无时无。",长恨歌,观公孙大娘弟子舞剑器行,走马川行奉送封大夫出师西征
273,哀江头,杜甫 〔唐代〕,https://www.gushiwen.cn/shiwenv_5be82977acf5.aspx,"少陵野老吞声哭，春日潜行曲江曲。
江头宫殿锁千门，细柳新蒲为谁绿？
忆昔霓旌下南苑，苑中万物生颜色。
昭阳殿里第一人，同辇随君侍君侧。
辇前才人带弓箭，白马嚼啮黄金勒。
翻身向天仰射云，一笑正坠双飞翼。(一笑 一作：一箭)
明眸皓齿今何在？血污游魂归不得。
清渭东流剑阁深，去住彼此无消息。
人生有情泪沾臆，江水江花岂终极！
黄昏胡骑尘满城，欲往城南望城北。",长恨歌,老将行,将进酒
274,咏怀古迹五首·其四,杜甫 〔唐代〕,https://www.gushiwen.cn/shiwenv_66eebf9f4ab8.aspx,"蜀主窥吴幸三峡，崩年亦在永安宫。(窥 一作：征)
翠华想像空山里，玉殿虚无野寺中。
古庙杉松巢水鹤，岁时伏腊走村翁。
武侯祠屋常邻近，一体君臣祭祀同。",长恨歌,楚江怀古三首·其一,感遇十二首·其四
275,咏怀古迹五首·其五,杜甫 〔唐代〕,https://www.gushiwen.cn/shiwenv_70e98eb5d973.aspx,"诸葛大名垂宇宙，宗臣遗像肃清高。
三分割据纡筹策，万古云霄一羽毛。
伯仲之间见伊吕，指挥若定失萧曹。
运移汉祚终难复，志决身歼军务劳。",丹青引赠曹将军霸,楚江怀古三首·其一,遣悲怀三首·其二
276,咏怀古迹五首·其二,杜甫 〔唐代〕,https://www.gushiwen.cn/shiwenv_37b5405144f1.aspx,"摇落深知宋玉悲，风流儒雅亦吾师。
怅望千秋一洒泪，萧条异代不同时。
江山故宅空文藻，云雨荒台岂梦思。
最是楚宫俱泯灭，舟人指点到今疑。",秋日登吴公台上寺远眺,楚江怀古三首·其一,遣悲怀三首·其二
277,咏怀古迹五首·其三,杜甫 〔唐代〕,https://www.gushiwen.cn/shiwenv_1cc0aae7f75d.aspx,"群山万壑赴荆门，生长明妃尚有村。
一去紫台连朔漠，独留青冢向黄昏。
画图省识春风面，环珮空归夜月魂。(夜月 一作：月夜)
千载琵琶作胡语，分明怨恨曲中论。",琵琶行,长信秋词五首·其三,宣州谢朓楼饯别校书叔云
278,咏怀古迹五首·其一,杜甫 〔唐代〕,https://www.gushiwen.cn/shiwenv_d87229be0d7a.aspx,"支离东北风尘际，漂泊西南天地间。
三峡楼台淹日月，五溪衣服共云山。
羯胡事主终无赖，词客哀时且未还。
庾信平生最萧瑟，暮年诗赋动江关。",长恨歌,遣悲怀三首·其一,庐山谣寄卢侍御虚舟
279,和贾舍人早朝大明宫之作,王维 〔唐代〕,https://www.gushiwen.cn/shiwenv_03489af756e4.aspx,"绛帻鸡人报晓筹，尚衣方进翠云裘。(报 一作：送)
九天阊阖开宫殿，万国衣冠拜冕旒。
日色才临仙掌动，香烟欲傍衮龙浮。
朝罢须裁五色诏，佩声归向凤池头。(归向 一作：归到)",长恨歌,赠阙下裴舍人,送綦毋潜落第还乡
280,和晋陵陆丞早春游望,杜审言 〔唐代〕,https://www.gushiwen.cn/shiwenv_53c580f21ba6.aspx,"独有宦游人，偏惊物候新。
云霞出海曙，梅柳渡江春。
淑气催黄鸟，晴光转绿蘋。
忽闻歌古调，归思欲沾巾。(巾 一作：襟)",饯别王十一南游,春望,宿桐庐江寄广陵旧游
281,和张仆射塞下曲·其四,卢纶 〔唐代〕,https://www.gushiwen.cn/shiwenv_cdc327abcbc1.aspx,"野幕敞琼筵，羌戎贺劳旋。
醉和金甲舞，雷鼓动山川。",长恨歌,塞下曲·饮马渡秋水,塞下曲·蝉鸣空桑林
282,和张仆射塞下曲·其二,卢纶 〔唐代〕,https://www.gushiwen.cn/shiwenv_941746126d83.aspx,"林暗草惊风，将军夜引弓。
平明寻白羽，没在石棱中。",丹青引赠曹将军霸,塞下曲·饮马渡秋水,塞下曲·月黑雁飞高
283,和张仆射塞下曲·其一,卢纶 〔唐代〕,https://www.gushiwen.cn/shiwenv_f68140f3dc1f.aspx,"鹫翎金仆姑，燕尾绣蝥弧。
独立扬新令，千营共一呼。",送李中丞之襄州,塞下曲·蝉鸣空桑林,塞下曲·饮马渡秋水
284,和乐天春词,刘禹锡 〔唐代〕,https://www.gushiwen.cn/shiwenv_48936601c146.aspx,"新妆宜面下朱楼，深锁春光一院愁。
行到中庭数花朵，蜻蜓飞上玉搔头。",闺怨,和晋陵陆丞早春游望,春望
285,听蜀僧濬弹琴,李白 〔唐代〕,https://www.gushiwen.cn/shiwenv_1c8072393007.aspx,"蜀僧抱绿绮，西下峨眉峰。
为我一挥手，如听万壑松。
客心洗流水，馀响入霜钟。
不觉碧山暮，秋云暗几重。",过香积寺,蜀道难,琴歌
286,听董大弹胡笳声兼寄语弄房给事,李颀 〔唐代〕,https://www.gushiwen.cn/shiwenv_8f7866739c12.aspx,"蔡女昔造胡笳声，一弹一十有八拍。
胡人落泪沾边草，汉使断肠对归客。
古戍苍苍烽火寒，大荒沉沉飞雪白。(沉沉 一作：阴沉)
先拂商弦后角羽，四郊秋叶惊摵摵。
董夫子，通神明，深山窃听来妖精。
言迟更速皆应手，将往复旋如有情。
空山百鸟散还合，万里浮云阴且晴。
嘶酸雏雁失群夜，断绝胡儿恋母声。
川为静其波，鸟亦罢其鸣。
乌孙部落家乡远，逻娑沙尘哀怨生。
幽音变调忽飘洒，长风吹林雨堕瓦。
迸泉飒飒飞木末，野鹿呦呦走堂下。
长安城连东掖垣，凤凰池对青琐门。
高才脱略名与利，日夕望君抱琴至。",琵琶行,听安万善吹觱篥歌,白雪歌送武判官归京
287,听筝,李端 〔唐代〕,https://www.gushiwen.cn/shiwenv_ed8b644fd298.aspx,"鸣筝金粟柱，素手玉房前。
欲得周郎顾，时时误拂弦。",长相思·其二,听弹琴,听蜀僧濬弹琴
